Zona;Latitudine;Longitudine;Orario;Volume Traffico;Velocità Media (km/h);Eventuali Rallentamenti;PM10 (μg/m³);NO2 (μg/m³);O3 (μg/m³);AQI;Bus
fonte meravigliosa;4.173.845.130.564.730;1.257.502.751.104.550;12:00-13:00;344;31;Moderati;34;25;47;35;762
fonte meravigliosa;4.173.845.130.564.730;1.257.502.751.104.550;18:00-19:00;841;24;Elevati;34;36;36;35;762
castello della cecchignola;41.900.662;12.500.125;08:00-09:00;961;23;Elevati;23;34;31;29;763
castello della cecchignola;41.900.662;12.500.125;12:00-13:00;433;34;Moderati;29;33;40;34;763
castello della cecchignola;41.900.662;12.500.125;18:00-19:00;710;15;Elevati;20;34;42;32;763
eur agricoltura;41.891.262;12.491.467;08:00-09:00;709;21;Elevati;20;33;45;32;788
eur agricoltura;41.891.262;12.491.467;12:00-13:00;314;38;Moderati;26;29;37;30;788
eur agricoltura;41.891.262;12.491.467;18:00-19:00;990;22;Elevati;28;38;40;35;788
circolare q.re giuliano dalmata;41.900.987;12.500.458;08:00-09:00;824;15;Elevati;25;30;32;29;763l
circolare q.re giuliano dalmata;41.900.987;12.500.458;12:00-13:00;383;30;Moderati;27;35;38;33;763l
circolare q.re giuliano dalmata;41.900.987;12.500.458;18:00-19:00;719;18;Elevati;25;35;45;35;763l
eur agricoltura;41.891.065;12.491.602;08:00-09:00;881;20;Elevati;33;35;36;34;788
eur agricoltura;41.891.065;12.491.602;12:00-13:00;403;36;Moderati;33;34;37;34;788
eur agricoltura;41.891.065;12.491.602;18:00-19:00;922;24;Elevati;35;32;36;34;788
arco di travertino (ma);41.901.017;12.500.335;08:00-09:00;929;17;Elevati;22;35;35;30;765
arco di travertino (ma);41.901.017;12.500.335;12:00-13:00;358;31;Moderati;30;34;46;36;765
arco di travertino (ma);41.901.017;12.500.335;18:00-19:00;878;24;Elevati;29;36;44;36;765
laurentina (mb);41.891.312;12.492.332;08:00-09:00;923;21;Elevati;30;34;37;33;772
laurentina (mb);41.891.312;12.492.332;12:00-13:00;323;32;Moderati;24;30;40;31;772
laurentina (mb);41.891.312;12.492.332;18:00-19:00;707;15;Elevati;26;28;41;31;772
trastevere (fs);41.903.122;12.500.502;08:00-09:00;948;15;Elevati;38;34;39;37;786f
trastevere (fs);41.903.122;12.500.502;12:00-13:00;458;37;Moderati;25;30;46;33;786f
trastevere (fs);41.903.122;12.500.502;18:00-19:00;836;20;Elevati;20;25;38;27;786f
millevoi;4.197.830.493.732.360;1.221.498.224.114.270;08:00-09:00;825;18;Elevati;39;34;30;34;766
millevoi;4.197.830.493.732.360;1.221.498.224.114.270;12:00-13:00;453;39;Moderati;36;32;33;33;766
millevoi;4.197.830.493.732.360;1.221.498.224.114.270;18:00-19:00;768;20;Elevati;23;26;39;29;766
eur agricoltura;41.901.668;12.500.587;08:00-09:00;880;23;Elevati;36;28;48;37;788
eur agricoltura;41.901.668;12.500.587;12:00-13:00;436;39;Moderati;20;32;43;31;788
eur agricoltura;41.901.668;12.500.587;18:00-19:00;913;17;Elevati;28;36;47;37;788
q.re roma 70;4.177.424.877.864.860;12.225.492.687.339.900;08:00-09:00;951;23;Elevati;23;39;40;34;767
q.re roma 70;4.177.424.877.864.860;12.225.492.687.339.900;12:00-13:00;488;34;Moderati;25;25;32;27;767
q.re roma 70;4.177.424.877.864.860;12.225.492.687.339.900;18:00-19:00;845;16;Elevati;21;27;41;29;767
eur agricoltura;41.861.997;12.646.415;08:00-09:00;998;19;Elevati;38;31;38;35;788
eur agricoltura;41.861.997;12.646.415;12:00-13:00;436;33;Moderati;22;28;41;30;788
eur agricoltura;41.861.997;12.646.415;18:00-19:00;833;15;Elevati;37;38;46;40;788
ostiense (mb-rl-fs);41.901.080;12.500.223;08:00-09:00;962;17;Elevati;31;31;42;34;769
ostiense (mb-rl-fs);41.901.080;12.500.223;12:00-13:00;301;30;Moderati;33;25;34;30;769
ostiense (mb-rl-fs);41.901.080;12.500.223;18:00-19:00;785;24;Elevati;29;38;36;34;769
v.le londra;418.125.165.451.816;1.238.144.723.721.570;08:00-09:00;983;16;Elevati;27;25;35;29;769
v.le londra;418.125.165.451.816;1.238.144.723.721.570;12:00-13:00;318;37;Moderati;34;33;43;36;769
v.le londra;418.125.165.451.816;1.238.144.723.721.570;18:00-19:00;807;15;Elevati;32;36;39;35;769
circolare eur fermi (mb);41.902.753;12.500.107;08:00-09:00;846;18;Elevati;24;30;41;31;772
circolare eur fermi (mb);41.902.753;12.500.107;12:00-13:00;308;34;Moderati;22;38;46;35;772
circolare eur fermi (mb);41.902.753;12.500.107;18:00-19:00;845;23;Elevati;39;34;37;36;772
via cesare pavese;4.185.114.263.300.700;1.258.271.972.727.240;08:00-09:00;798;20;Elevati;38;35;30;34;772
via cesare pavese;4.185.114.263.300.700;1.258.271.972.727.240;12:00-13:00;331;33;Moderati;27;37;42;35;772
via cesare pavese;4.185.114.263.300.700;1.258.271.972.727.240;18:00-19:00;937;17;Elevati;29;36;31;32;772
laurentina (mb);41.861.742;12.646.587;08:00-09:00;910;23;Elevati;24;37;45;35;772
laurentina (mb);41.861.742;12.646.587;12:00-13:00;389;35;Moderati;33;31;38;34;772
laurentina (mb);41.861.742;12.646.587;18:00-19:00;830;18;Elevati;33;28;43;34;772
ballarin;41.770.308.296.148.300;12.499.587.278.187.200;08:00-09:00;746;15;Elevati;21;39;34;31;772
ballarin;41.770.308.296.148.300;12.499.587.278.187.200;12:00-13:00;373;39;Moderati;36;29;35;33;772
ballarin;41.770.308.296.148.300;12.499.587.278.187.200;18:00-19:00;755;23;Elevati;32;30;46;36;772
trastevere (fs);41.902.965;12.500.448;08:00-09:00;776;23;Elevati;29;34;47;36;786f
trastevere (fs);41.902.965;12.500.448;12:00-13:00;462;30;Moderati;27;31;48;35;786f
trastevere (fs);41.902.965;12.500.448;18:00-19:00;842;24;Elevati;30;32;41;34;786f
magliana vecchia;4.181.465.178.148.590;1.256.709.726.966.630;08:00-09:00;869;19;Elevati;29;29;40;32;981
magliana vecchia;4.181.465.178.148.590;1.256.709.726.966.630;12:00-13:00;497;39;Moderati;34;29;47;36;981
magliana vecchia;4.181.465.178.148.590;1.256.709.726.966.630;18:00-19:00;708;20;Elevati;32;34;31;32;981
trastevere (fs);41.901.745;12.500.448;08:00-09:00;840;21;Elevati;20;25;45;30;786f
trastevere (fs);41.901.745;12.500.448;12:00-13:00;485;31;Moderati;38;33;31;34;786f
trastevere (fs);41.901.745;12.500.448;18:00-19:00;705;24;Elevati;20;35;40;31;786f
portuense;41.844.577;12.484.155;08:00-09:00;864;21;Elevati;33;26;46;35;774
portuense;41.844.577;12.484.155;12:00-13:00;490;32;Moderati;26;33;47;35;774
portuense;41.844.577;12.484.155;18:00-19:00;924;21;Elevati;26;37;33;32;774
villa bonelli (fs);41.861.527;12.646.710;08:00-09:00;960;16;Elevati;39;37;30;35;774
villa bonelli (fs);41.861.527;12.646.710;12:00-13:00;325;30;Moderati;34;29;41;34;774
villa bonelli (fs);41.861.527;12.646.710;18:00-19:00;926;19;Elevati;38;39;47;41;774
corviale;41.902.067;12.499.590;08:00-09:00;866;18;Elevati;37;27;47;37;786f
corviale;41.902.067;12.499.590;12:00-13:00;469;32;Moderati;39;27;47;37;786f
corviale;41.902.067;12.499.590;18:00-19:00;803;16;Elevati;22;25;35;27;786f
trullo;41.844.555;12.484.467;08:00-09:00;907;17;Elevati;23;33;45;33;775
trullo;41.844.555;12.484.467;12:00-13:00;453;33;Moderati;23;37;39;33;775
trullo;41.844.555;12.484.467;18:00-19:00;755;23;Elevati;34;27;31;30;775
piramide (mb-rl);418.619.244.998.397;126.463.855.057.837;08:00-09:00;758;24;Elevati;26;39;38;34;775
piramide (mb-rl);418.619.244.998.397;126.463.855.057.837;12:00-13:00;350;34;Moderati;22;32;40;31;775
piramide (mb-rl);418.619.244.998.397;126.463.855.057.837;18:00-19:00;809;23;Elevati;33;25;41;33;775
eur agricoltura;41.901.967;12.499.752;08:00-09:00;921;21;Elevati;24;35;38;32;788
eur agricoltura;41.901.967;12.499.752;12:00-13:00;347;37;Moderati;28;29;32;29;788
eur agricoltura;41.901.967;12.499.752;18:00-19:00;795;17;Elevati;23;26;41;30;788
laurentino 38;41.925.078;12.572.520;08:00-09:00;824;24;Elevati;35;36;36;35;779f
laurentino 38;41.925.078;12.572.520;12:00-13:00;373;36;Moderati;36;34;45;38;779f
laurentino 38;41.925.078;12.572.520;18:00-19:00;801;24;Elevati;26;29;30;28;779f
p.za agricoltura;41.734.649.059.889.600;1.254.737.518.983.950;08:00-09:00;716;23;Elevati;25;29;38;30;779f
p.za agricoltura;41.734.649.059.889.600;1.254.737.518.983.950;12:00-13:00;387;37;Moderati;30;33;31;31;779f
p.za agricoltura;41.734.649.059.889.600;1.254.737.518.983.950;18:00-19:00;708;23;Elevati;27;25;36;29;779f
laurentino 38;41.925.027;12.572.432;08:00-09:00;714;15;Elevati;39;34;45;39;779f
laurentino 38;41.925.027;12.572.432;12:00-13:00;416;34;Moderati;36;33;47;38;779f
laurentino 38;41.925.027;12.572.432;18:00-19:00;896;20;Elevati;38;31;43;37;779f
via gadda;41.862.310;12.645.568;08:00-09:00;734;15;Elevati;37;26;38;33;779f
via gadda;41.862.310;12.645.568;12:00-13:00;417;35;Moderati;23;25;36;28;779f
via gadda;41.862.310;12.645.568;18:00-19:00;976;22;Elevati;32;39;35;35;779f
p.za agricoltura;4.199.215.418.199.960;12.404.374.359.984.900;08:00-09:00;741;15;Elevati;33;32;38;34;779f
p.za agricoltura;4.199.215.418.199.960;12.404.374.359.984.900;12:00-13:00;327;32;Moderati;31;33;36;33;779f
p.za agricoltura;4.199.215.418.199.960;12.404.374.359.984.900;18:00-19:00;883;21;Elevati;35;34;42;37;779f
pala lottomatica;41.901.297;12.500.420;08:00-09:00;802;19;Elevati;25;35;34;31;791
pala lottomatica;41.901.297;12.500.420;12:00-13:00;449;38;Moderati;30;29;42;33;791
pala lottomatica;41.901.297;12.500.420;18:00-19:00;869;24;Elevati;29;37;42;36;791
via della magliana;41.924.858;12.571.597;08:00-09:00;945;23;Elevati;29;34;45;36;780
via della magliana;41.924.858;12.571.597;12:00-13:00;440;38;Moderati;39;37;33;36;780
via della magliana;41.924.858;12.571.597;18:00-19:00;895;23;Elevati;24;26;37;29;780
trastevere (fs);41.861.997;12.646.415;08:00-09:00;921;17;Elevati;39;36;45;40;786f
trastevere (fs);41.861.997;12.646.415;12:00-13:00;317;37;Moderati;27;35;45;35;786f
trastevere (fs);41.861.997;12.646.415;18:00-19:00;838;15;Elevati;39;38;30;35;786f
q.re magliana;41.901.000;12.499.733;08:00-09:00;985;16;Elevati;23;25;43;30;781
q.re magliana;41.901.000;12.499.733;12:00-13:00;483;30;Moderati;26;27;36;29;781
q.re magliana;41.901.000;12.499.733;18:00-19:00;847;16;Elevati;20;31;44;31;781
trastevere (fs);41.925.092;12.572.100;08:00-09:00;711;22;Elevati;39;25;35;33;786f
trastevere (fs);41.925.092;12.572.100;12:00-13:00;306;32;Moderati;35;36;31;34;786f
trastevere (fs);41.925.092;12.572.100;18:00-19:00;947;21;Elevati;21;30;49;33;786f
teatro marcello;41.861.830;12.646.523;08:00-09:00;854;23;Elevati;33;28;38;33;781
teatro marcello;41.861.830;12.646.523;12:00-13:00;482;37;Moderati;20;29;45;31;781
teatro marcello;41.861.830;12.646.523;18:00-19:00;775;21;Elevati;39;33;32;34;781
trastevere (fs);41.900.835;12.500.470;08:00-09:00;984;18;Elevati;39;34;47;40;786f
trastevere (fs);41.900.835;12.500.470;12:00-13:00;352;30;Moderati;34;35;43;37;786f
trastevere (fs);41.900.835;12.500.470;18:00-19:00;833;19;Elevati;37;37;34;36;786f
corviale;41.925.313;12.573.288;08:00-09:00;958;23;Elevati;20;27;46;31;786f
corviale;41.925.313;12.573.288;12:00-13:00;369;31;Moderati;35;28;43;35;786f
corviale;41.925.313;12.573.288;18:00-19:00;728;18;Elevati;21;31;46;32;786f
trastevere (fs);41.901.522;12.499.110;08:00-09:00;899;15;Elevati;36;28;37;33;786f
trastevere (fs);41.901.522;12.499.110;12:00-13:00;489;36;Moderati;33;25;37;31;786f
trastevere (fs);41.901.522;12.499.110;18:00-19:00;971;21;Elevati;30;34;41;35;786f
corviale;41.925.623;12.573.547;08:00-09:00;768;17;Elevati;25;36;39;33;786f
corviale;41.925.623;12.573.547;12:00-13:00;300;32;Moderati;33;26;37;32;786f
corviale;41.925.623;12.573.547;18:00-19:00;947;24;Elevati;39;35;41;38;786f
eur agricoltura;41.900.737;12.500.473;08:00-09:00;832;15;Elevati;22;37;40;33;788
eur agricoltura;41.900.737;12.500.473;12:00-13:00;328;34;Moderati;37;33;49;39;788
eur agricoltura;41.900.737;12.500.473;18:00-19:00;846;21;Elevati;28;31;48;35;788
eur magliana (mb-rl);419.248.874.390.491;12.571.883.127.083;08:00-09:00;952;17;Elevati;22;28;48;32;788
eur magliana (mb-rl);419.248.874.390.491;12.571.883.127.083;12:00-13:00;362;31;Moderati;21;31;45;32;788
eur magliana (mb-rl);419.248.874.390.491;12.571.883.127.083;18:00-19:00;861;23;Elevati;27;39;45;37;788
eur papillo;41.861.527;12.646.710;08:00-09:00;983;15;Elevati;39;30;30;33;788
eur papillo;41.861.527;12.646.710;12:00-13:00;384;39;Moderati;38;34;33;35;788
eur papillo;41.861.527;12.646.710;18:00-19:00;773;20;Elevati;25;25;38;29;788
fonte laurentina;4.186.869.137.655.700;12.562.661.676.679.600;08:00-09:00;935;18;Elevati;22;36;47;35;788
fonte laurentina;4.186.869.137.655.700;12.562.661.676.679.600;12:00-13:00;392;39;Moderati;23;33;32;29;788
fonte laurentina;4.186.869.137.655.700;12.562.661.676.679.600;18:00-19:00;882;21;Elevati;22;31;48;33;788
casal fattoria;417.754.349.917.316;1.245.444.042.357.960;08:00-09:00;851;21;Elevati;24;38;41;34;788
casal fattoria;417.754.349.917.316;1.245.444.042.357.960;12:00-13:00;324;35;Moderati;35;31;43;36;788
casal fattoria;417.754.349.917.316;1.245.444.042.357.960;18:00-19:00;962;18;Elevati;28;32;44;34;788
pala lottomatica;41.900.473;12.500.650;08:00-09:00;956;23;Elevati;27;28;35;30;791
pala lottomatica;41.900.473;12.500.650;12:00-13:00;469;37;Moderati;29;39;47;38;791
pala lottomatica;41.900.473;12.500.650;18:00-19:00;929;17;Elevati;24;25;36;28;791
san camillo (h);419.248.694.784.563;125.718.549.638.855;08:00-09:00;864;17;Elevati;32;37;49;39;791
san camillo (h);419.248.694.784.563;125.718.549.638.855;12:00-13:00;395;37;Moderati;36;35;39;36;791
san camillo (h);419.248.694.784.563;125.718.549.638.855;18:00-19:00;742;19;Elevati;21;39;44;34;791
cornelia (ma);418.619.244.998.397;126.463.855.057.837;08:00-09:00;986;18;Elevati;33;33;32;32;981
cornelia (ma);418.619.244.998.397;126.463.855.057.837;12:00-13:00;495;35;Moderati;35;37;48;40;981
cornelia (ma);418.619.244.998.397;126.463.855.057.837;18:00-19:00;726;19;Elevati;21;25;34;26;981
san giovanni (ma-mc);41.900.662;12.500.125;08:00-09:00;788;20;Elevati;29;38;39;35;792
san giovanni (ma-mc);41.900.662;12.500.125;12:00-13:00;423;31;Moderati;23;32;40;31;792
san giovanni (ma-mc);41.900.662;12.500.125;18:00-19:00;995;18;Elevati;26;34;48;36;792
garbatella;419.260.862.970.239;125.738.934.427.303;08:00-09:00;723;19;Elevati;25;32;40;32;792
garbatella;419.260.862.970.239;125.738.934.427.303;12:00-13:00;418;37;Moderati;30;31;43;34;792
garbatella;419.260.862.970.239;125.738.934.427.303;18:00-19:00;743;21;Elevati;20;33;40;31;792
san paolo;4.188.533.994.119.970;12.555.338.594.388.300;08:00-09:00;803;24;Elevati;32;33;47;37;792
san paolo;4.188.533.994.119.970;12.555.338.594.388.300;12:00-13:00;399;35;Moderati;25;33;45;34;792
san paolo;4.188.533.994.119.970;12.555.338.594.388.300;18:00-19:00;993;15;Elevati;29;30;43;34;792
gianicolense;4.179.965.078.929.010;12.445.138.984.505.500;08:00-09:00;926;18;Elevati;35;33;30;32;792
gianicolense;4.179.965.078.929.010;12.445.138.984.505.500;12:00-13:00;421;34;Moderati;27;29;47;34;792
gianicolense;4.179.965.078.929.010;12.445.138.984.505.500;18:00-19:00;963;20;Elevati;22;27;34;27;792
la pisana;41.775.557.168.759.300;1.256.625.875.329.940;08:00-09:00;880;22;Elevati;25;38;36;33;881
la pisana;41.775.557.168.759.300;1.256.625.875.329.940;12:00-13:00;423;33;Moderati;25;38;42;35;881
la pisana;41.775.557.168.759.300;1.256.625.875.329.940;18:00-19:00;859;23;Elevati;29;25;40;31;881
linea interna trigoria;41.900.987;12.500.458;08:00-09:00;962;15;Elevati;36;34;48;39;795
linea interna trigoria;41.900.987;12.500.458;12:00-13:00;461;39;Moderati;31;26;36;31;795
linea interna trigoria;41.900.987;12.500.458;18:00-19:00;869;15;Elevati;21;37;49;35;795
q.re trullo;41.901.017;12.500.335;08:00-09:00;822;21;Elevati;26;38;31;31;870
q.re trullo;41.901.017;12.500.335;12:00-13:00;324;37;Moderati;31;27;30;29;870
q.re trullo;41.901.017;12.500.335;18:00-19:00;988;15;Elevati;35;39;35;36;870
via paola;419.249.822.309.631;125.719.870.626.795;08:00-09:00;890;23;Elevati;29;32;35;32;881
via paola;419.249.822.309.631;125.719.870.626.795;12:00-13:00;477;32;Moderati;23;35;35;31;881
via paola;419.249.822.309.631;125.719.870.626.795;18:00-19:00;764;15;Elevati;27;27;31;28;881
circolare trastevere (fs);41.903.122;12.500.502;08:00-09:00;772;23;Elevati;23;26;43;30;871
circolare trastevere (fs);41.903.122;12.500.502;12:00-13:00;324;30;Moderati;28;33;34;31;871
circolare trastevere (fs);41.903.122;12.500.502;18:00-19:00;717;24;Elevati;36;30;33;33;871
villa pamphilj;41.927.918.381.888.800;1.223.951.599.502.260;08:00-09:00;863;24;Elevati;36;39;32;35;871
villa pamphilj;41.927.918.381.888.800;1.223.951.599.502.260;12:00-13:00;367;34;Moderati;32;28;41;33;871
villa pamphilj;41.927.918.381.888.800;1.223.951.599.502.260;18:00-19:00;750;19;Elevati;39;33;33;35;871
via paola;41.901.668;12.500.587;08:00-09:00;974;18;Elevati;26;37;41;34;881
via paola;41.901.668;12.500.587;12:00-13:00;413;34;Moderati;28;36;44;36;881
via paola;41.901.668;12.500.587;18:00-19:00;821;18;Elevati;30;39;33;34;881
la pisana;41.739.343.051.206.300;12.278.038.860.263.600;08:00-09:00;799;18;Elevati;31;29;48;36;881
la pisana;41.739.343.051.206.300;12.278.038.860.263.600;12:00-13:00;489;39;Moderati;31;37;37;35;881
la pisana;41.739.343.051.206.300;12.278.038.860.263.600;18:00-19:00;883;16;Elevati;24;25;40;29;881
selva candida;41.901.080;12.500.223;08:00-09:00;986;21;Elevati;29;31;33;31;904
selva candida;41.901.080;12.500.223;12:00-13:00;487;39;Moderati;20;31;35;28;904
selva candida;41.901.080;12.500.223;18:00-19:00;947;17;Elevati;23;31;32;28;904
cornelia (ma);41.910.033;12.458.115;08:00-09:00;840;17;Elevati;33;30;43;35;981
cornelia (ma);41.910.033;12.458.115;12:00-13:00;432;33;Moderati;38;27;46;37;981
cornelia (ma);41.910.033;12.458.115;18:00-19:00;858;16;Elevati;21;25;44;30;981
cornelia (ma);41.902.753;12.500.107;08:00-09:00;964;18;Elevati;20;35;32;29;981
cornelia (ma);41.902.753;12.500.107;12:00-13:00;416;38;Moderati;38;32;46;38;981
cornelia (ma);41.902.753;12.500.107;18:00-19:00;828;24;Elevati;34;36;47;39;981
malagrotta;41.909.002;12.457.887;08:00-09:00;786;24;Elevati;30;27;41;32;905
malagrotta;41.909.002;12.457.887;12:00-13:00;473;33;Moderati;35;36;30;33;905
malagrotta;41.909.002;12.457.887;18:00-19:00;759;19;Elevati;22;37;32;30;905
valle aurelia (ma);41.902.965;12.500.448;08:00-09:00;969;16;Elevati;29;36;49;38;906
valle aurelia (ma);41.902.965;12.500.448;12:00-13:00;454;31;Moderati;34;39;35;36;906
valle aurelia (ma);41.902.965;12.500.448;18:00-19:00;706;18;Elevati;31;31;43;35;906
massimina;41.909.695;12.457.975;08:00-09:00;744;22;Elevati;21;29;48;32;906
massimina;41.909.695;12.457.975;12:00-13:00;337;33;Moderati;21;36;31;29;906
massimina;41.909.695;12.457.975;18:00-19:00;840;15;Elevati;31;31;30;30;906
p.za indipendenza;41.901.745;12.500.448;08:00-09:00;809;15;Elevati;31;33;37;33;910
p.za indipendenza;41.901.745;12.500.448;12:00-13:00;484;34;Moderati;21;35;44;33;910
p.za indipendenza;41.901.745;12.500.448;18:00-19:00;983;19;Elevati;22;34;40;32;910
p.za mancini;418.891.030.001.226;12.463.252.977.579.500;08:00-09:00;751;20;Elevati;20;35;36;30;911
p.za mancini;418.891.030.001.226;12.463.252.977.579.500;12:00-13:00;435;30;Moderati;34;38;35;35;911
p.za mancini;418.891.030.001.226;12.463.252.977.579.500;18:00-19:00;951;19;Elevati;27;27;45;33;911
p.za mancini;41.902.067;12.499.590;08:00-09:00;824;15;Elevati;32;36;48;38;911
p.za mancini;41.902.067;12.499.590;12:00-13:00;343;39;Moderati;28;31;42;33;911
p.za mancini;41.902.067;12.499.590;18:00-19:00;778;23;Elevati;35;25;45;35;911
s. filippo neri (h);4.188.161.064.182.820;12.296.238.894.547.900;08:00-09:00;819;21;Elevati;22;27;45;31;980
s. filippo neri (h);4.188.161.064.182.820;12.296.238.894.547.900;12:00-13:00;471;38;Moderati;30;34;43;35;980
s. filippo neri (h);4.188.161.064.182.820;12.296.238.894.547.900;18:00-19:00;768;23;Elevati;30;36;37;34;980
p.za augusto imperatore;41.901.967;12.499.752;08:00-09:00;804;24;Elevati;27;32;38;32;913
p.za augusto imperatore;41.901.967;12.499.752;12:00-13:00;450;37;Moderati;33;32;42;35;913
p.za augusto imperatore;41.901.967;12.499.752;18:00-19:00;852;17;Elevati;38;34;41;37;913
monte mario (fs);41.910.064.132.393;1.235.672.765.094.870;08:00-09:00;849;16;Elevati;24;29;34;29;990
monte mario (fs);41.910.064.132.393;1.235.672.765.094.870;12:00-13:00;392;39;Moderati;32;32;42;35;990
monte mario (fs);41.910.064.132.393;1.235.672.765.094.870;18:00-19:00;885;19;Elevati;30;25;33;29;990
ottaviano (ma);41.794.178.157.560.200;12.332.767.619.090.400;08:00-09:00;882;22;Elevati;21;39;32;30;913l
ottaviano (ma);41.794.178.157.560.200;12.332.767.619.090.400;12:00-13:00;432;38;Moderati;24;35;36;31;913l
ottaviano (ma);41.794.178.157.560.200;12.332.767.619.090.400;18:00-19:00;936;20;Elevati;28;26;45;33;913l
monte mario (fs);4.188.549.643.866.860;12.252.881.471.599.600;08:00-09:00;809;22;Elevati;31;32;32;31;990
monte mario (fs);4.188.549.643.866.860;12.252.881.471.599.600;12:00-13:00;412;32;Moderati;33;25;34;30;990
monte mario (fs);4.188.549.643.866.860;12.252.881.471.599.600;18:00-19:00;778;19;Elevati;21;31;45;32;990
p.za venezia;41.828.570;12.470.648;08:00-09:00;874;17;Elevati;38;37;34;36;916f
p.za venezia;41.828.570;12.470.648;12:00-13:00;391;30;Moderati;38;30;39;35;916f
p.za venezia;41.828.570;12.470.648;18:00-19:00;741;23;Elevati;37;29;37;34;916f
primavalle;41.813.126.356.328.000;12.243.406.168.241.900;08:00-09:00;912;17;Elevati;33;31;46;36;916f
primavalle;41.813.126.356.328.000;12.243.406.168.241.900;12:00-13:00;319;36;Moderati;32;37;39;36;916f
primavalle;41.813.126.356.328.000;12.243.406.168.241.900;18:00-19:00;844;23;Elevati;26;32;35;31;916f
p.za venezia;41.828.738;12.470.728;08:00-09:00;978;24;Elevati;25;37;30;30;916f
p.za venezia;41.828.738;12.470.728;12:00-13:00;424;33;Moderati;37;32;49;39;916f
p.za venezia;41.828.738;12.470.728;18:00-19:00;902;21;Elevati;36;30;48;38;916f
primavalle;41.932.715;12.533.667;08:00-09:00;817;15;Elevati;35;39;44;39;916f
primavalle;41.932.715;12.533.667;12:00-13:00;307;34;Moderati;32;26;39;32;916f
primavalle;41.932.715;12.533.667;18:00-19:00;708;24;Elevati;33;25;43;33;916f
montespaccato;41.828.645;12.471.118;08:00-09:00;709;24;Elevati;36;25;34;31;983
montespaccato;41.828.645;12.471.118;12:00-13:00;436;34;Moderati;26;29;39;31;983
montespaccato;41.828.645;12.471.118;18:00-19:00;910;21;Elevati;23;36;33;30;983
s. filippo neri (h);4.190.297.280.482.920;1.244.566.729.255.350;08:00-09:00;881;22;Elevati;21;37;44;34;980
s. filippo neri (h);4.190.297.280.482.920;1.244.566.729.255.350;12:00-13:00;460;30;Moderati;33;26;34;31;980
s. filippo neri (h);4.190.297.280.482.920;1.244.566.729.255.350;18:00-19:00;798;22;Elevati;31;33;42;35;980
cornelia (ma);41.828.663;12.470.697;08:00-09:00;795;20;Elevati;34;35;44;37;981
cornelia (ma);41.828.663;12.470.697;12:00-13:00;418;32;Moderati;30;25;31;28;981
cornelia (ma);41.828.663;12.470.697;18:00-19:00;978;17;Elevati;20;39;42;33;981
magliana vecchia;4.179.710.074.317.110;12.281.248.926.654.100;08:00-09:00;719;17;Elevati;32;26;30;29;981
magliana vecchia;4.179.710.074.317.110;12.281.248.926.654.100;12:00-13:00;492;32;Moderati;21;39;30;30;981
magliana vecchia;4.179.710.074.317.110;12.281.248.926.654.100;18:00-19:00;751;18;Elevati;29;31;32;30;981
circolare cornelia (ma);41.828.557;12.471.070;08:00-09:00;814;19;Elevati;29;37;40;35;983
circolare cornelia (ma);41.828.557;12.471.070;12:00-13:00;395;38;Moderati;31;36;49;38;983
circolare cornelia (ma);41.828.557;12.471.070;18:00-19:00;885;15;Elevati;20;25;40;28;983
montespaccato;4.185.545.166.030.390;12.447.480.555.836.100;08:00-09:00;704;19;Elevati;37;33;36;35;983
montespaccato;4.185.545.166.030.390;12.447.480.555.836.100;12:00-13:00;450;39;Moderati;33;38;34;35;983
montespaccato;4.185.545.166.030.390;12.447.480.555.836.100;18:00-19:00;768;18;Elevati;24;28;44;32;983
monte mario (fs);41.828.465;12.471.037;08:00-09:00;745;22;Elevati;31;27;31;29;990
monte mario (fs);41.828.465;12.471.037;12:00-13:00;417;34;Moderati;28;38;44;36;990
monte mario (fs);41.828.465;12.471.037;18:00-19:00;861;22;Elevati;31;33;32;32;990
p.za cavour;41.883.595;12.333.002;08:00-09:00;850;15;Elevati;25;36;33;31;990
p.za cavour;41.883.595;12.333.002;12:00-13:00;391;34;Moderati;38;34;30;34;990
p.za cavour;41.883.595;12.333.002;18:00-19:00;853;24;Elevati;38;36;40;38;990
cipro (ma);41.828.305;12.470.970;08:00-09:00;701;23;Elevati;25;36;34;31;990l
cipro (ma);41.828.305;12.470.970;12:00-13:00;439;38;Moderati;29;33;35;32;990l
cipro (ma);41.828.305;12.470.970;18:00-19:00;964;15;Elevati;20;26;38;28;990l
balduina;41.883.642;12.332.918;08:00-09:00;949;23;Elevati;38;33;47;39;990l
balduina;41.883.642;12.332.918;12:00-13:00;448;39;Moderati;23;37;43;34;990l
balduina;41.883.642;12.332.918;18:00-19:00;834;20;Elevati;32;36;48;38;990l
cipro (ma);41.900.835;12.500.470;08:00-09:00;758;19;Elevati;33;39;47;39;990l
cipro (ma);41.900.835;12.500.470;12:00-13:00;471;32;Moderati;27;27;42;32;990l
cipro (ma);41.900.835;12.500.470;18:00-19:00;702;17;Elevati;29;39;43;37;990l
